user_story_id,user_story_description,stakeholder_role,complexity,moscow_category,dependencies,weighted_score,final_priority,project_stage,timestamp,outcome
1104,Customer can securely store multiple payment methods.,Customer,7,Won’t Have,,5.7,Low,Planning,2023-03-15 12:33:41.308674,Deferred
1105,Customer can easily select a saved payment method during checkout.,Customer,10,Won’t Have,,6.0,Low,Planning,2023-03-14 12:33:41.308674,Deferred
1106,Customer can add or remove payment methods at any time.,Customer,10,Won’t Have,,6.0,Low,Planning,2023-03-13 12:33:41.308674,Deferred
1107,Customer can securely store multiple shipping addresses.,Customer,7,Won’t Have,,5.7,Low,Planning,2023-03-12 12:33:41.308674,Deferred
1108,Customer can easily select a saved shipping address during checkout.,Customer,10,Won’t Have,,6.0,Low,Planning,2023-03-11 12:33:41.308674,Deferred
1112,"108.As a customer, I want to be able to access my order history and track my purchase history, so that I can keep track of my past orders and reorder items if necessary.",Customer,33,Won’t Have,,8.3,Low,Planning,2023-03-10 12:33:41.308674,Deferred
1114,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-03-09 12:33:41.308674,Deferred
1116,"Customer can view a list of their past orders, including order dates, order numbers, and total amounts.",Customer,17,Won’t Have,,6.7,Low,Planning,2023-03-08 12:33:41.308674,Deferred
1117,"Customer can click on an order to view its details, including products, prices, and shipping information.",Customer,16,Won’t Have,,6.6,Low,Planning,2023-03-07 12:33:41.308674,Deferred
1118,Customer can reorder items from a past order with a single click.,Customer,12,Won’t Have,,6.2,Low,Planning,2023-03-06 12:33:41.308674,Deferred
1119,"Customer can filter their order history by date range, product, or order status.",Customer,13,Won’t Have,,6.3,Low,Planning,2023-03-05 12:33:41.308674,Deferred
1123,"109.As a customer, I want to be able to receive recommendations for products based on my past purchases and browsing history, so that I can discover new items that I may be interested in.",Customer,34,Won’t Have,,8.4,Low,Planning,2023-03-04 12:33:41.308674,Deferred
1125,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-03-03 12:33:41.308674,Deferred
1127,Recommendations are based on the customer's past purchases and browsing history.,Customer,11,Won’t Have,,6.1,Low,Planning,2023-03-02 12:33:41.308674,Deferred
1128,Recommendations are displayed prominently on the home page and product pages.,General User,11,Won’t Have,,6.1,Low,Planning,2023-03-01 12:33:41.308674,Deferred
1129,Customer can view a list of recommended products and click to view their details.,Customer,14,Won’t Have,,6.4,Low,Planning,2023-02-28 12:33:41.308674,Deferred
1130,Customer can dismiss individual recommendations or opt out of receiving recommendations altogether.,Customer,12,Won’t Have,,6.2,Low,Planning,2023-02-27 12:33:41.308674,Deferred
1133,"110.As a customer, I want to be able to easily return or exchange products, so that I can be satisfied with my purchases.",Customer,23,Won’t Have,,7.3,Low,Planning,2023-02-26 12:33:41.308674,Deferred
1135,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-02-25 12:33:41.308674,Deferred
1137,Customer can initiate a return or exchange through their account or by contacting customer service.,Customer,15,Won’t Have,,6.5,Low,Planning,2023-02-24 12:33:41.308674,Deferred
1138,Customer can select the reason for the return or exchange and provide additional details if necessary.,Customer,16,Won’t Have,,6.6,Low,Planning,2023-02-23 12:33:41.308674,Deferred
1139,"Customer can track the status of their return or exchange, including when the item is received and when the refund or replacement is processed.",Customer,24,Won’t Have,,7.4,Low,Planning,2023-02-22 12:33:41.308674,Deferred
1140,Customer receives clear instructions on how to package and ship the item back.,Customer,13,Won’t Have,,6.3,Low,Planning,2023-02-21 12:33:41.308674,Deferred
1143,"111.As a customer, I want to be able to receive discounts and promotions, such as free shipping or percentage off, so that I can save money on my purchases.",Customer,29,Won’t Have,,7.9,Low,Planning,2023-02-20 12:33:41.308674,Deferred
1145,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-02-19 12:33:41.308674,Deferred
1147,Discounts and promotions are clearly displayed and accurately reflected in the final purchase price.,General User,14,Won’t Have,,6.4,Low,Planning,2023-02-18 12:33:41.308674,Deferred
1148,"Promotions are applied automatically at checkout, or the customer is provided with a discount code to apply at checkout.",Customer,19,Won’t Have,,6.9,Low,Planning,2023-02-17 12:33:41.308674,Deferred
1149,The terms and conditions of the discount or promotion are clearly stated and easy to understand.,General User,16,Won’t Have,,6.6,Low,Planning,2023-02-16 12:33:41.308674,Deferred
1153,"112.As a customer, I want to be able to contact customer support easily and receive timely responses to my inquiries and issues.",Customer,22,Won’t Have,,7.2,Low,Planning,2023-02-15 12:33:41.308674,Deferred
1155,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-02-14 12:33:41.308674,Deferred
1157,Contact information for customer support is easily accessible and prominently displayed on the website or app.,Customer,16,Won’t Have,,6.6,Low,Planning,2023-02-13 12:33:41.308674,Deferred
1158,"Customer inquiries and issues are responded to within a reasonable timeframe, such as 24-48 hours.",Customer,15,Won’t Have,,6.5,Low,Planning,2023-02-12 12:33:41.308674,Deferred
1159,Customer support is knowledgeable and helpful in resolving issues and answering questions.,Customer,12,Won’t Have,,6.2,Low,Planning,2023-02-11 12:33:41.308674,Deferred
1163,"113.As a customer, I want to be able to filter products by price range, color, size, and other attributes, so that I can find the products that meet my specific needs.",Customer,31,Won’t Have,,8.1,Low,Planning,2023-02-10 12:33:41.308674,Deferred
1165,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-02-09 12:33:41.308674,Deferred
1167,The filtering system is easy to use and understand.,General User,9,Won’t Have,,5.9,Low,Planning,2023-02-08 12:33:41.308674,Deferred
1168,All applicable filters accurately display products that meet the selected criteria.,General User,11,Won’t Have,,6.1,Low,Planning,2023-02-07 12:33:41.308674,Deferred
1169,The filtering system is reliable and does not return irrelevant or incorrect results.,General User,13,Won’t Have,,6.3,Low,Planning,2023-02-06 12:33:41.308674,Deferred
1173,"114.As a customer, I want to be able to receive alerts and notifications on sales, new arrivals, and other updates, so that I can stay up to date on the latest offerings.",Customer,32,Won’t Have,,8.2,Low,Planning,2023-02-05 12:33:41.308674,Deferred
1175,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-02-04 12:33:41.308674,Deferred
1177,"Notifications are delivered in a timely manner, such as within a few hours of the update.",General User,16,Won’t Have,,6.6,Low,Planning,2023-02-03 12:33:41.308674,Deferred
1178,Customers are able to choose the types of notifications they receive and how often they receive them.,Customer,17,Won’t Have,,6.7,Low,Planning,2023-02-02 12:33:41.308674,Deferred
1179,"Notifications are clear and easy to understand, with links or buttons that allow the customer to take action.",Customer,18,Won’t Have,,6.8,Low,Planning,2023-02-01 12:33:41.308674,Deferred
1183,"115.As a customer, I want to be able to create and manage a wishlist of items that I'm interested in purchasing, so that I can easily find and purchase them later.",Customer,31,Won’t Have,,8.1,Low,Planning,2023-01-31 12:33:41.308674,Deferred
1185,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-01-30 12:33:41.308674,Deferred
1187,Customers can easily add and remove items from their wishlist.,Customer,10,Won’t Have,,6.0,Low,Planning,2023-01-29 12:33:41.308674,Deferred
1188,Wishlist items are saved and can be accessed across different devices.,General User,11,Won’t Have,,6.1,Low,Planning,2023-01-28 12:33:41.308674,Deferred
1189,Customers can easily move items from their wishlist to their shopping cart for purchase.,Customer,14,Won’t Have,,6.4,Low,Planning,2023-01-27 12:33:41.308674,Deferred
1193,"116.As a customer, I want to be able to share products and my shopping experience with my friends and followers on social media, so that I can recommend products and the store to others.",Customer,34,Won’t Have,,8.4,Low,Planning,2023-01-26 12:33:41.308674,Deferred
1195,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2023-01-25 12:33:41.308674,Deferred
1197,The website has social media sharing buttons for products and the shopping experience.,General User,13,Won’t Have,,6.3,Low,Planning,2023-01-24 12:33:41.308674,Deferred
1198,Customers can easily share products and shopping experience on their social media accounts.,Customer,13,Won’t Have,,6.3,Low,Planning,2023-01-23 12:33:41.308674,Deferred
